film,oseba,vloga,mesto
980970,1342727,I,2
980970,1670137,I,3
980970,2401020,I,4
980970,776,R,1
981072,1046097,I,1
981072,209,I,2
981072,671567,I,3
981072,353243,I,4
981072,1139726,R,1
981227,148418,I,1
981227,993507,I,2
981227,1683094,I,3
981227,1969169,I,4
981227,813164,R,1
983193,68260,I,1
983193,785227,I,2
983193,185819,I,3
983193,670408,I,4
983193,229,R,1
983213,594647,I,1
983213,2710673,I,2
983213,1178570,I,3
983213,2794388,I,4
983213,1396121,R,1
983946,671567,I,1
983946,702572,I,2
983946,1423955,I,3
983946,3271473,I,4
983946,905592,R,1
984200,931329,I,1
984200,191,I,2
984200,532193,I,3
984200,322366,I,4
984200,536632,R,1
985694,1803,I,1
985694,735442,I,2
985694,134,I,3
985694,4695,I,4
985694,542450,R,1
985694,1675,R,2
985699,129,I,1
985699,631490,I,2
985699,396924,I,3
985699,110,I,4
985699,1741,R,1
986233,334324,I,1
986233,2565,I,2
986233,589665,I,3
986233,573054,I,4
986233,2588606,R,1
986263,246,I,1
986263,593664,I,2
986263,609,I,3
986263,683253,I,4
986263,609236,R,1
986264,2594301,I,1
986264,451148,I,2
986264,1538116,I,3
986264,1479650,I,4
986264,451148,R,1
986264,1244760,R,2
988045,375,I,1
988045,179,I,2
988045,1046097,I,3
988045,835016,I,4
988045,5363,R,1
988047,332,I,1
988047,1602,I,2
988047,659544,I,3
988047,846548,I,4
988047,618680,R,1
988108,2424610,I,1
988108,2596976,I,2
988108,2596491,I,3
988108,2594643,I,4
988108,704664,R,1
988595,1337,I,1
988595,5188,I,2
988595,15196,I,3
988595,450116,I,4
988595,281945,R,1
988849,2616270,I,1
988849,1978579,I,2
988849,1785575,I,3
988849,1674889,I,4
988849,85627,R,1
989000,1058940,I,1
989000,1337074,I,2
989000,570165,I,3
989000,526859,I,4
989000,1060915,R,1
989757,1475594,I,1
989757,1086543,I,2
989757,420955,I,3
989757,1794,I,4
989757,2120,R,1
990407,736622,I,1
990407,1727100,I,2
990407,910607,I,3
990407,139,I,4
990407,327273,R,1
991346,821,I,1
991346,4487,I,2
991346,787474,I,3
991346,1056425,I,4
991346,1018908,R,1
992911,947447,I,1
992911,465503,I,2
992911,514998,I,3
992911,628877,I,4
992911,948159,R,1
993842,1519680,I,1
993842,949,I,2
993842,51509,I,3
993842,3043279,I,4
993842,942504,R,1
993846,138,I,1
993846,1706767,I,2
993846,3053338,I,3
993846,190,I,4
993846,217,R,1
995031,474774,I,1
995031,1799038,I,2
995031,1832004,I,3
995031,665349,I,4
995031,698184,R,1
995039,315041,I,1
995039,1427,I,2
995039,495,I,3
995039,1994167,I,4
995039,462895,R,1
995829,201857,I,1
995829,78452,I,2
995829,657241,I,3
995829,671072,I,4
995829,699932,R,1
995868,352,I,1
995868,763928,I,2
995868,1546300,I,3
995868,1179580,I,4
995868,1905310,R,1
995868,3104562,R,2
996605,756203,I,1
996605,308039,I,2
996605,1202905,I,3
996605,557859,I,4
996605,393394,R,1
996979,76167,I,1
996979,820783,I,2
996979,241870,I,3
996979,1835900,I,4
996979,734146,R,1
997047,712368,I,1
997047,1454,I,2
997047,5552,I,3
997047,480775,I,4
997047,474955,R,1
997152,4778,I,1
997152,1544217,I,2
997152,1845,I,3
997152,1192254,I,4
997152,771228,R,1
997246,619870,I,1
997246,2927884,I,2
997246,2929011,I,3
997246,2928501,I,4
997246,6498,R,1
999913,5188,I,1
999913,98378,I,2
999913,2907,I,3
999913,249,I,4
999913,527109,R,1
1000774,572,I,1
1000774,326,I,2
1000774,633223,I,3
1000774,4862,I,4
1000774,455078,R,1
1001508,329481,I,1
1001508,98,I,2
1001508,124,I,3
1001508,2079681,I,4
1001508,477129,R,1
1001526,2071,I,1
1001526,1706767,I,2
1001526,93,I,3
1001526,275486,I,4
1001526,569891,R,1
1007028,736622,I,1
1007028,6969,I,2
1007028,732497,I,3
1007028,66144,I,4
1007028,3620,R,1
1007029,658,I,1
1007029,980,I,2
1007029,1290,I,3
1007029,114742,I,4
1007029,1630273,R,1
1010048,2353862,I,1
1010048,2951768,I,2
1010048,795661,I,3
1010048,438463,I,4
1010048,965,R,1
1010048,849164,R,2
1010271,1089340,I,1
1010271,582239,I,2
1010271,733490,I,3
1010271,111179,I,4
1010271,235719,R,1
1012804,252230,I,1
1012804,741,I,2
1012804,607865,I,3
1012804,242882,I,4
1012804,519,R,1
1013743,129,I,1
1013743,139,I,2
1013743,765597,I,3
1013743,3244,I,4
1013743,3506,R,1
1013752,4874,I,1
1013752,908094,I,2
1013752,735442,I,3
1013752,108287,I,4
1013752,510912,R,1
1013753,576,I,1
1013753,982,I,2
1013753,386472,I,3
1013753,526019,I,4
1013753,1814,R,1
1013860,746125,I,1
1013860,1715194,I,2
1013860,403134,I,3
1013860,4875,I,4
1013860,1083489,R,1
1014672,665555,I,1
1014672,438494,I,2
1014672,45136,I,3
1014672,813763,I,4
1014672,2625699,R,1
1014759,1985859,I,1
1014759,136,I,2
1014759,307,I,3
1014759,4266,I,4
1014759,318,R,1
1014763,362766,I,1
1014763,198,I,2
1014763,636426,I,3
1014763,1172478,I,4
1014763,1174251,R,1
1014775,106,I,1
1014775,520064,I,2
1014775,5305,I,3
1014775,136572,I,4
1014775,331532,R,1
1016075,1288,I,1
1016075,1564,I,2
1016075,5259,I,3
1016075,659048,I,4
1016075,1160495,R,1
1016301,767027,I,1
1016301,50787,I,2
1016301,392913,I,3
1016301,590298,I,4
1016301,1618276,R,1
1016301,1924019,R,2
1017451,829576,I,1
1017451,266824,I,2
1017451,788335,I,3
1017451,1886524,I,4
1017451,797455,R,1
1017456,451307,I,1
1017456,451379,I,2
1017456,60607,I,3
1017456,1229940,I,4
1017456,122216,R,1
1017456,122217,R,2
1017460,4778,I,1
1017460,1631,I,2
1017460,152035,I,3
1017460,1682412,I,4
1017460,622112,R,1
1018765,113,I,1
1018765,671,I,2
1018765,1107001,I,3
1018765,21835,I,4
1018765,337773,R,1
1018785,1065229,I,1
1018785,88127,I,2
1018785,848554,I,3
1018785,515116,I,4
1018785,1065402,R,1
1018818,1107127,I,1
1018818,59215,I,2
1018818,246,I,3
1018818,1650,I,4
1018818,1843195,R,1
1019452,836121,I,1
1019452,454236,I,2
1019452,3102689,I,3
1019452,577329,I,4
1019452,1053,R,1
1019452,1054,R,2
1020055,418,I,1
1020055,5447,I,2
1020055,1872,I,3
1020055,777788,I,4
1020055,454521,R,1
1020072,654648,I,1
1020072,252238,I,2
1020072,1856,I,3
1020072,929489,I,4
1020072,1148550,R,1
1020530,717709,I,1
1020530,1055413,I,2
1020530,255108,I,3
1020530,1925239,I,4
1020530,1220140,R,1
1020543,549815,I,1
1020543,627492,I,2
1020543,1662572,I,3
1020543,2325213,I,4
1020543,710272,R,1
1020558,1055413,I,1
1020558,922035,I,2
1020558,1385871,I,3
1020558,936591,I,4
1020558,551076,R,1
1020773,300,I,1
1020773,1468516,I,2
1020773,140643,I,3
1020773,622145,I,4
1020773,452102,R,1
1020885,1524,I,1
1020885,179479,I,2
1020885,1769728,I,3
1020885,1278926,I,4
1020885,165616,R,1
1022603,221046,I,1
1022603,330687,I,2
1022603,34309,I,3
1022603,1631269,I,4
1022603,1989536,R,1
1023111,267511,I,1
1023111,5023,I,2
1023111,1720028,I,3
1023111,1544217,I,4
1023111,905592,R,1
1023114,836343,I,1
1023114,438,I,2
1023114,268199,I,3
1023114,1058007,I,4
1023114,1837,R,1
1023481,1382207,I,1
1023481,263759,I,2
1023481,144260,I,3
1023481,1782560,I,4
1023481,160840,R,1
1023490,785842,I,1
1023490,93718,I,2
1023490,97917,I,3
1023490,117885,I,4
1023490,815204,R,1
1023500,245705,I,1
1023500,164929,I,2
1023500,555564,I,3
1023500,408846,I,4
1023500,922115,R,1
1024255,731075,I,1
1024255,1644,I,2
1024255,1670,I,3
1024255,1943692,I,4
1024255,601680,R,1
1024648,255,I,1
1024648,186505,I,2
1024648,422,I,3
1024648,273,I,4
1024648,255,R,1
1024715,5377,I,1
1024715,1378,I,2
1024715,531808,I,3
1024715,2659660,I,4
1024715,163988,R,1
1024943,451321,I,1
1024943,2138653,I,2
1024943,992000,I,3
1024943,451601,I,4
1024943,7134,R,1
1025100,226,I,1
1025100,935541,I,2
1025100,654110,I,3
1025100,938950,I,4
1025100,487,R,1
1027718,479471,I,1
1027718,140,I,2
1027718,1659547,I,3
1027718,982,I,4
1027718,231,R,1
1027862,126,I,1
1027862,1745736,I,2
1027862,1288,I,3
1027862,1630992,I,4
1027862,827750,R,1
1028528,621,I,1
1028528,1057928,I,2
1028528,206257,I,3
1028528,1089685,I,4
1028528,233,R,1
1028532,152,I,1
1028532,260,I,2
1028532,846480,I,3
1028532,2105255,I,4
1028532,2120,R,1
1028576,178,I,1
1028576,518,I,2
1028576,553269,I,3
1028576,1734700,I,4
1028576,908824,R,1
1029120,5561,I,1
1029120,593664,I,2
1029120,520064,I,3
1029120,56770,I,4
1029120,671210,R,1
1029231,4335,I,1
1029231,1059103,I,2
1029231,1231899,I,3
1029231,2144007,I,4
1029231,4363,R,1
1029234,1662011,I,1
1029234,1227864,I,2
1029234,126743,I,3
1029234,869590,I,4
1029234,1052791,R,1
1029235,377336,I,1
1029235,1748545,I,2
1029235,110491,I,3
1029235,241222,I,4
1029235,1461392,R,1
1029235,1650283,R,2
1029360,5377,I,1
1029360,1679669,I,2
1029360,4149623,I,3
1029360,3061574,I,4
1029360,1481493,R,1
1031280,924154,I,1
1031280,1489978,I,2
1031280,182455,I,3
1031280,1889973,I,4
1031280,929317,R,1
1031969,933988,I,1
1031969,1265802,I,2
1031969,775,I,3
1031969,2061362,I,4
1031969,146341,R,1
1032751,417520,I,1
1032751,98378,I,2
1032751,1691,I,3
1032751,396812,I,4
1032751,2788363,R,1
1032755,124930,I,1
1032755,929489,I,2
1032755,252961,I,3
1032755,628601,I,4
1032755,5363,R,1
1032815,659363,I,1
1032815,1770256,I,2
1032815,2358430,I,3
1032815,1988575,I,4
1032815,1060,R,1
1032819,4754,I,1
1032819,1519666,I,2
1032819,1845,I,3
1032819,501,I,4
1032819,119613,R,1
1032825,204,I,1
1032825,169753,I,2
1032825,1435,I,3
1032825,2253071,I,4
1032825,740400,R,1
1032846,1671512,I,1
1032846,1693019,I,2
1032846,412096,I,3
1032846,2308578,I,4
1032846,612816,R,1
1032856,299924,I,1
1032856,253813,I,2
1032856,2759746,I,3
1032856,622384,I,4
1032856,464115,R,1
1033575,123,I,1
1033575,940362,I,2
1033575,3837786,I,3
1033575,1975228,I,4
1033575,668247,R,1
1033643,139,I,1
1033643,5110,I,2
1033643,1117791,I,3
1033643,1128572,I,4
1033643,891114,R,1
1034032,124930,I,1
1034032,355910,I,2
1034032,524839,I,3
1034032,5520,I,4
1034032,4410,R,1
1034032,962729,R,2
1034303,185819,I,1
1034303,630,I,2
1034303,68260,I,3
1034303,1111968,I,4
1034303,1880,R,1
1034314,1087430,I,1
1034314,456130,I,2
1034314,653248,I,3
1034314,1424,I,4
1034314,1993322,R,1
1034331,134,I,1
1034331,199,I,2
1034331,1303,I,3
1034331,1265067,I,4
1034331,816,R,1
1034385,829032,I,1
1034385,2845631,I,2
1034385,3467663,I,3
1034385,6455852,I,4
1034385,1164755,R,1
1034389,1475594,I,1
1034389,68260,I,2
1034389,661,I,3
1034389,351495,I,4
1034389,531817,R,1
1034415,1631269,I,1
1034415,842770,I,2
1034415,382566,I,3
1034415,1728249,I,4
1034415,345174,R,1
1035736,851582,I,1
1035736,688143,I,2
1035736,5273,I,3
1035736,2100,I,4
1035736,284774,R,1
1037218,185819,I,1
1037218,1002662,I,2
1037218,1073992,I,3
1037218,931404,I,4
1037218,909547,R,1
1037705,243,I,1
1037705,5109,I,2
1037705,829032,I,3
1037705,198,I,4
1037705,400436,R,1
1037705,400441,R,2
1038043,305558,I,1
1038043,931329,I,2
1038043,1323778,I,3
1038043,2059093,I,4
1038043,600546,R,1
1038686,79273,I,1
1038686,598,I,2
1038686,1165,I,3
1038686,85407,I,4
1038686,829820,R,1
1038919,98,I,1
1038919,124930,I,2
1038919,1631320,I,3
1038919,307534,I,4
1038919,855035,R,1
1038988,892299,I,1
1038988,970337,I,2
1038988,1970851,I,3
1038988,744485,I,4
1038988,49371,R,1
1038988,687042,R,2
1041829,113,I,1
1041829,5351,I,2
1041829,5460,I,3
1041829,5266,I,4
1041829,281945,R,1
1042877,4778,I,1
1042877,942482,I,2
1042877,461498,I,3
1042877,1551922,I,4
1042877,552140,R,1
1043726,1553725,I,1
1043726,4719349,I,2
1043726,12078,I,3
1043726,1861467,I,4
1043726,1317,R,1
1043842,461981,I,1
1043842,945290,I,2
1043842,457213,I,3
1043842,476679,I,4
1043842,32925,R,1
1045655,2247245,I,1
1045655,2003700,I,2
1045655,916617,I,3
1045655,940990,I,4
1045655,509176,R,1
1045658,177896,I,1
1045658,2225369,I,2
1045658,134,I,3
1045658,915865,I,4
1045658,751102,R,1
1045670,1020089,I,1
1045670,2686747,I,2
1045670,1717183,I,3
1045670,1259002,I,4
1045670,5139,R,1
1045772,120,I,1
1045772,191,I,2
1045772,5182,I,3
1045772,763928,I,4
1045772,275629,R,1
1045772,720135,R,2
1045778,85312,I,1
1045778,148418,I,2
1045778,1312575,I,3
1045778,1624,I,4
1045778,601,R,1
1046163,5028,I,1
1046163,176981,I,2
1046163,4755,I,3
1046163,285,I,4
1046163,222043,R,1
1046173,598,I,1
1046173,1475594,I,2
1046173,5541,I,3
1046173,15382,I,4
1046173,814085,R,1
1046947,163,I,1
1046947,668,I,2
1046947,834,I,3
1046947,40586,I,4
1046947,394199,R,1
1046997,1035682,I,1
1046997,1013003,I,2
1046997,22306,I,3
1046997,589077,I,4
1046997,490,R,1
1047540,345,I,1
1047540,541,I,2
1047540,673,I,3
1047540,779866,I,4
1047540,275698,R,1
1049402,290556,I,1
1049402,745403,I,2
1049402,2062720,I,3
1049402,3117836,I,4
1049402,258531,R,1
1049402,295243,R,2
1049413,799,I,1
1049413,2973712,I,2
1049413,1652,I,3
1049413,1626,I,4
1049413,230032,R,1
1049413,677037,R,2
1050160,2780824,I,1
1050160,1995372,I,2
1050160,2924029,I,3
1050160,2416221,I,4
1050160,1175724,R,1
1051904,85312,I,1
1051904,1910255,I,2
1051904,3843467,I,3
1051904,2619114,I,4
1051904,1224299,R,1
1051906,5253,I,1
1051906,2719825,I,2
1051906,2976830,I,3
1051906,388038,I,4
1051906,1191481,R,1
1051907,784038,I,1
1051907,1090070,I,2
1051907,1385304,I,3
1051907,1703536,I,4
1051907,889943,R,1
1053424,179,I,1
1053424,1845,I,2
1053424,103797,I,3
1053424,630,I,4
1053424,764601,R,1
1053810,5562,I,1
1053810,85312,I,2
1053810,188,I,3
1053810,92,I,4
1053810,291205,R,1
1053859,1342743,I,1
1053859,809938,I,2
1053859,2467178,I,3
1053859,2998248,I,4
1053859,929317,R,1
1054580,3094966,I,1
1054580,5101259,I,2
1054580,5101419,I,3
1054580,5100267,I,4
1054580,394776,R,1
1054588,1427,I,1
1054588,334179,I,2
1054588,257,I,3
1054588,1537811,I,4
1054588,8953,R,1
1054606,1626,I,1
1054606,2178959,I,2
1054606,5132,I,3
1054606,1940449,I,4
1054606,416,R,1
1055292,1337,I,1
1055292,241049,I,2
1055292,524197,I,3
1055292,3693309,I,4
1055292,75528,R,1
1055369,479471,I,1
1055369,1083271,I,2
1055369,241049,I,3
1055369,879085,I,4
1055369,881,R,1
1057500,151,I,1
1057500,354,I,2
1057500,450961,I,3
1057500,595680,I,4
1057500,142,R,1
1058017,315041,I,1
1058017,4950,I,2
1058017,1706767,I,3
1058017,127373,I,4
1058017,315041,R,1
1058017,2816668,R,2
1059786,479471,I,1
1059786,1157358,I,2
1059786,206257,I,3
1059786,4821,I,4
1059786,142286,R,1
1059836,1029,I,1
1059836,289656,I,2
1059836,737533,I,3
1059836,1401531,I,4
1059836,624423,R,1
1059925,240381,I,1
1059925,1963091,I,2
1059925,614526,I,3
1059925,995,I,4
1059925,1636655,R,1
1060277,1036181,I,1
1060277,1140300,I,2
1060277,135221,I,3
1060277,2554352,I,4
1060277,716257,R,1
1063669,900915,I,1
1063669,1035643,I,2
1063669,726262,I,3
1063669,1457472,I,4
1063669,304541,R,1
1064932,580101,I,1
1064932,200702,I,2
1064932,299663,I,3
1064932,2594961,I,4
1064932,200702,R,1
1065073,1294664,I,1
1065073,99,I,2
1065073,160,I,3
1065073,6567391,I,4
1065073,500,R,1
1067106,120,I,1
1067106,198,I,2
1067106,147,I,3
1067106,884313,I,4
1067106,709,R,1
1067583,1500155,I,1
1067583,702,I,2
1067583,910607,I,3
1067583,773973,I,4
1067583,1349376,R,1
1067733,803890,I,1
1067733,677471,I,2
1067733,1468283,I,3
1067733,1564081,I,4
1067733,501281,R,1
1067765,731075,I,1
1067765,1404239,I,2
1067765,131,I,3
1067765,1458,I,4
1067765,168892,R,1
1067774,1411125,I,1
1067774,1015262,I,2
1067774,1556320,I,3
1067774,1719342,I,4
1067774,80120,R,1
1068242,1552693,I,1
1068242,2584600,I,2
1068242,598,I,3
1068242,510,I,4
1068242,108132,R,1
1068641,234,I,1
1068641,179173,I,2
1068641,946962,I,3
1068641,677,I,4
1068641,37247,R,1
1068646,2163571,I,1
1068646,3521049,I,2
1068646,3520443,I,3
1068646,3194262,I,4
1068646,134559,R,1
1068649,218,I,1
1068649,959113,I,2
1068649,371891,I,3
1068649,344932,I,4
1068649,1061623,R,1
1068678,1264,I,1
1068678,6958,I,2
1068678,159776,I,3
1068678,523568,I,4
1068678,1369721,R,1
1068680,120,I,1
1068680,221046,I,2
1068680,177896,I,3
1068680,383422,I,4
1068680,715636,R,1
1068953,4112571,I,1
1068953,646792,I,2
1068953,547174,I,3
1068953,722468,I,4
1068953,612625,R,1
1068956,787030,I,1
1068956,2717565,I,2
1068956,2718051,I,3
1068956,2456410,I,4
1068956,2716176,R,1
1069238,609403,I,1
1069238,386414,I,2
1069238,945734,I,3
1069238,949097,I,4
1069238,847690,R,1
1071804,2025993,I,1
1071804,2727304,I,2
1071804,1871320,I,3
1071804,2320334,I,4
1071804,1985821,R,1
1071875,115,I,1
1071875,1354,I,2
1071875,252961,I,3
1071875,686376,I,4
1071875,4410,R,1
1071875,962729,R,2
1072748,545,I,1
1072748,3512758,I,2
1072748,7073477,I,3
1072748,164809,I,4
1072748,1294961,R,1
1072748,1294962,R,2
1073105,721866,I,1
1073105,531933,I,2
1073105,3013970,I,3
1073105,388061,I,4
1073105,1154184,R,1
1073241,295,I,1
1073241,369,I,2
1073241,267812,I,3
1073241,291,I,4
1073241,527109,R,1
1073498,536630,I,1
1073498,1757,I,2
1073498,1182,I,3
1073498,205772,I,4
1073498,294997,R,1
1073498,783536,R,2
1074638,185819,I,1
1074638,849,I,2
1074638,365140,I,3
1074638,1132,I,4
1074638,5222,R,1
1075110,3080355,I,1
1075110,223464,I,2
1075110,208642,I,3
1075110,376828,I,4
1075110,886976,R,1
1075417,425005,I,1
1075417,1303,I,2
1075417,1455681,I,3
1075417,1573253,I,4
1075417,275698,R,1
1075419,329,I,1
1075419,847562,I,2
1075419,943079,I,3
1075419,1292891,I,4
1075419,232504,R,1
1075747,982,I,1
1075747,1083271,I,2
1075747,518,I,3
1075747,1055413,I,4
1075747,371755,R,1
1077248,4429,I,1
1077248,1267008,I,2
1077248,1817397,I,3
1077248,1778703,I,4
1077248,1437189,R,1
1077258,535,I,1
1077258,135585,I,2
1077258,982,I,3
1077258,5420,I,4
1077258,1675,R,1
1077368,136,I,1
1077368,201,I,2
1077368,1200692,I,3
1077368,307,I,4
1077368,318,R,1
1078188,1940449,I,1
1078188,611932,I,2
1078188,1140345,I,3
1078188,278239,I,4
1078188,1259871,R,1
1078588,139,I,1
1078588,1113550,I,2
1078588,285,I,3
1078588,1063878,I,4
1078588,1024,R,1
1078912,1774,I,1
1078912,5562,I,2
1078912,10736,I,3
1078912,279,I,4
1078912,506613,R,1
1078940,681,I,1
1078940,15196,I,2
1078940,269463,I,3
1078940,867,I,4
1078940,82526,R,1
1080016,5380,I,1
1080016,491,I,2
1080016,1459,I,3
1080016,1148186,I,4
1080016,757858,R,1
1080016,862211,R,2
1082601,1475594,I,1
1082601,5024,I,2
1082601,350079,I,3
1082601,1748489,I,4
1082601,1996918,R,1
1082807,302330,I,1
1082807,1282,I,2
1082807,5245722,I,3
1082807,1525,I,4
1082807,572562,R,1
1082853,98,I,1
1082853,1872,I,2
1082853,437,I,3
1082853,553269,I,4
1082853,67619,R,1
1082868,1358539,I,1
1082868,4996,I,2
1082868,1551922,I,3
1082868,379596,I,4
1082868,235719,R,1
1082886,669681,I,1
1082886,1426,I,2
1082886,1880888,I,3
1082886,463,I,4
1082886,1349522,R,1
1083452,5473782,I,1
1083452,413168,I,2
1083452,8030441,I,3
1083452,366846,I,4
1083452,2077,R,1
1083456,647638,I,1
1083456,194900,I,2
1083456,2105255,I,3
1083456,801356,I,4
1083456,323239,R,1
1084950,4266,I,1
1084950,1679669,I,2
1084950,700,I,3
1084950,1659221,I,4
1084950,1129,R,1
1084972,6795,I,1
1084972,1779702,I,2
1084972,451396,I,3
1084972,620636,I,4
1084972,222150,R,1
1085492,574,I,1
1085492,246,I,2
1085492,131,I,3
1085492,2057726,I,4
1085492,2357819,R,1
1085779,1491631,I,1
1085779,2247245,I,2
1085779,1997480,I,3
1085779,1632,I,4
1085779,1102,R,1
1086064,206,I,1
1086064,935664,I,2
1086064,1102891,I,3
1086064,3034977,I,4
1086064,661751,R,1
1086772,1191,I,1
1086772,106,I,2
1086772,1018488,I,3
1086772,5265,I,4
1086772,178997,R,1
1087461,2444005,I,1
1087461,2745310,I,2
1087461,2573591,I,3
1087461,2756569,I,4
1087461,3922,R,1
1087578,8346,I,1
1087578,622407,I,2
1087578,1645591,I,3
1087578,847146,I,4
1087578,466153,R,1
