id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
881891,Vse o Stevu,99,2009,4.8,17,38152,33860010,PG-13,"Convinced that a CCN cameraman is her true love, an eccentric crossword puzzler trails him as he travels all over the country, hoping to convince him that they belong together."
882977,Ovaduh,112,2013,6.4,51,79001,42930462,PG-13,"A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in a drug deal."
884224,"War, Inc.",107,2008,5.6,37,21036,580862,R,"A corporation hires a professional assassin to pose as its trade show representative who must organize the wedding of a Middle Eastern pop star, which will allow him the opportunity to kill a Middle Eastern politician."
884328,Skrivnostna megla,126,2007,7.1,58,264270,25593755,R,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."
884732,"Porocna prica, d.o.o.",101,2015,6.6,35,67525,64460211,R,"Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need."
886539,Luck by Chance,156,2009,7.0,58,8947,355492,,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend."
887883,Preberi in zazgi,96,2008,7.0,63,291305,60355347,R,A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.
887912,Bombna misija,131,2008,7.6,94,397231,17017811,R,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work."
889573,Zamenjava,101,2010,6.1,52,91630,27758465,PG-13,"Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy."
889583,Brüno,81,2009,5.8,54,135447,60054530,R,Flamboyant and gay Austrian Brüno looks for new fame in America.
889588,The Children of Huang Shi,125,2008,7.0,49,9016,1027749,R,"About young British journalist, George Hogg, who with the assistance of a courageous Australian nurse, saves a group of orphaned children during the Japanese occupation of China in 1937."
890870,Zaga 4,93,2007,5.9,36,132634,63300095,R,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."
891527,Jagenjcki in levi,92,2007,6.2,47,45725,14998070,R,"Injuries sustained by two Army rangers behind enemy lines in Afghanistan set off a sequence of events involving a congressman, a journalist and a professor."
891592,Street Fighter: The Legend of Chun-Li,96,2009,3.7,17,22073,8742261,PG-13,"When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe."
892255,Che: Part One,134,2008,7.2,,42455,1731665,,"In 1956, Ernesto 'Che' Guevara and a band of Castro-led Cuban exiles mobilize an army to topple the regime of dictator Fulgencio Batista."
892318,Pisma Juliji,105,2010,6.5,50,87154,53032453,PG,"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet""."
892767,Horsemen,90,2009,5.6,,20757,,R,A recently widowed detective still grieving over his wife's death discovers a shocking connection between a serial killing spree and the Four Horsemen of the Apocalypse.
892769,Kako izuriti svojega zmaja,98,2010,8.1,74,620636,217581231,PG,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
892782,Pošasti proti nezemljanom,94,2009,6.5,56,137838,198351526,PG,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.
892791,Shrek 4,93,2010,6.3,58,170581,238371987,PG,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.
892899,Outpost,90,2008,5.8,,15591,,R,"In war-torn Eastern Europe, a world-weary group of mercenaries discover a long-hidden secret in an abandoned WWII bunker."
893402,Franklyn,98,2008,6.2,,16310,,R,"A portrait of the broken lives of four people (a vigilante detective, a worried parent, an awkward man looking for love and a suicidal artist) as they all struggle to cope in their religiously-dystopian city."
893412,Gospodicni v getu,107,2011,5.5,39,13750,3016244,PG-13,"A Latina spin on Jane Austen's ""Sense and Sensibility,"" where two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles."
896534,Deadgirl,101,2008,5.6,36,17779,,R,Two high school boys discover an imprisoned woman in an abandoned mental asylum who cannot die.
896798,Cleaner,88,2007,6.1,49,36002,,R,A former cop who now earns a wage as a crime scene cleaner unknowingly participates in a cover-up at his latest job.
896872,Zvizgac,112,2010,7.1,59,30123,1120914,R,"A drama based on the experiences of Kathryn Bolkovac, a Nebraska cop who served as a peacekeeper in post-war Bosnia and outed the U.N. for covering up a sex trafficking scandal."
897361,I Know Who Killed Me,105,2007,3.6,16,25178,7498716,R,"A young woman who was missing reappears, but she claims to be someone else entirely."
898367,Cesta,111,2009,7.2,64,210222,56692,R,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea."
899106,Ljubezen se zgodi,109,2009,5.6,33,29220,22927390,PG-13,"A widower whose book about coping with loss turns him into a best-selling self-help guru, falls for the hotel florist where his seminar is given, only to learn that he hasn't yet truly confronted his wife's passing."
899128,100 Feet,96,2008,5.5,,11589,,R,"After Marnie Watson kills her abusive husband in self-defense, she is condemned to house arrest... only to discover that the house is possessed by the enraged and violent spirit of her dead husband."
900357,Boogeyman 2,93,2007,5.0,,7434,,,"A young woman with a long-term phobia of the boogeyman voluntarily checks herself into a mental health facility with the hope of conquering her overwhelming fear. However, much to her ..."
900387,Francoska suita,107,2014,7.0,63,20615,,,"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Bruno von Falk (Matthias Schoenaerts), a German soldier."
901476,Vojna med nevestama,89,2009,5.5,24,95530,58715510,PG,Two best friends become rivals when they schedule their respective weddings on the same day.
901487,Joheunnom nabbeunnom isanghannom,139,2008,7.3,69,31107,128486,R,The story of two outlaws and a bounty hunter in 1940s Manchuria and their rivalry to possess a treasure map while being pursued by the Japanese army and Chinese bandits.
901507,Rise of the Footsoldier,119,2007,6.8,,18208,,R,The life of career criminal Carlton Leach.
902290,I Sell the Dead,85,2008,6.1,62,10166,7066,,A grave robber reflects on his life of crime.
902955,Barda,92,2007,7.0,,9810,,,"A group of young high society friends, aged between 18 and 25, are gathered at a friend's bar that they regularly frequent for the night. But when they finish of their last beer and prepare..."
903624,Hobit: Nepricakovano potovanje,169,2012,7.8,58,725597,303003568,PG-13,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
903657,Love & Mercy,121,2014,7.4,80,32779,12547189,PG-13,"In the 1960s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s, he is a broken, confused man under the 24-hour watch of shady therapist Dr. Eugene Landy."
905372,The Thing,103,2011,6.2,49,113301,16928670,R,"At an Antarctica research site, the discovery of an alien craft leads to a confrontation between graduate student Kate Lloyd and scientist Dr. Sander Halvorson."
906108,Why Did I Get Married?,113,2007,5.8,54,11692,55184721,PG-13,"The big screen adaptation of Perry's stage play about the trials of marriage, and what happens to one family when a sexy young temptress arrives on the scene."
906665,Sukiyaki Western Django,121,2007,6.2,55,14108,48034,R,"A nameless gunfighter arrives in a town ripped apart by rival gangs and, though courted by both to join, chooses his own path."
906734,The Broken,93,2008,5.4,,9981,,R,"After seeing herself drive down the street, Radiologist Gina McVey unravels a mystery centered around a broken mirror."
907657,Once,86,2007,7.8,88,105837,9439923,R,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
910554,Frequently Asked Questions About Time Travel,83,2009,7.1,,30670,,,"While drinking at their local pub, three social outcasts attempt to navigate a time-travel conundrum."
910905,In the Electric Mist,117,2009,6.1,,15454,,R,"A detective in post-Katrina New Orleans has a series of surreal encounters with a troop of friendly Confederate soldiers while investigating serial killings of local prostitutes, a 1965 lynching, and corrupt local businessmen."
910936,Zadetki: Ananas ekspres,111,2008,7.0,64,298047,87341380,R,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
