id,naslov,dolzina,leto,ocena,opis
0079116,Pobeg iz Alcatraza,112,1979,7.6,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world."
0077402,Dawn of the Dead,127,1978,8.0,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall."
0340163,Talec,113,2005,6.6,"When a family is held hostage, former hostage negotiator Jeff Talley arrives at the scene. Talley's own family is kidnapped and Talley must decide which is more important: saving a family he doesn't even know or saving his own family."
0385004,Shi mian mai fu,119,2004,7.6,"A romantic police captain breaks a beautiful member of a rebel group out of prison to help her rejoin her fellows, but things are not what they seem."
1071875,Ghost Rider: Spirit of Vengeance,96,2011,4.3,"As Johnny Blaze hides out in Eastern Europe, he is called upon to stop the devil, who is trying to take human form."
0085959,Smisel zivljenja,107,1983,7.6,The comedy team takes a look at life in all its stages in their own uniquely silly way.
2265171,Serbuan maut 2: Berandal,150,2014,8.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
0263488,Jeepers Creepers,90,2001,6.2,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.
1486185,Rdeca kapica,100,2011,5.5,"Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure."
0087928,Policijska akademija,96,1984,6.7,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks."
0765010,Brata,105,2009,7.1,A young man comforts his older brother's wife and children after he goes missing in Afghanistan.
0080761,Petek trinajsti,95,1980,6.5,"A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp which, years before, was the site of a child's drowning."
0190138,Morilec mehkega srca,98,2000,6.7,"A struggling dentist's life is turned upside down when a famous gangster moves in next door, and his wife convinces him to inform a notorious mob boss about the gangster's whereabouts."
0329101,Freddy vs. Jason,97,2003,5.8,"Freddy Krueger and Jason Voorhees return to terrorize the teenage population. Except this time, they're out to get each other, too."
1327773,Batler,132,2013,7.2,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society."
2884206,I Origins,106,2014,7.4,A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.
2404311,Malavita,111,2013,6.3,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the Witness Protection Program, where fitting in soon becomes challenging, as their old habits die hard."
0118694,Faa yeung nin wa,98,2000,8.1,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
1307068,Iscem ljubezen pred koncem sveta,101,2012,6.7,"As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan."
0118617,Anastazija,94,1997,7.1,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death."
0445922,Across the Universe,133,2007,7.4,The music of
0113492,Dredd,96,1995,5.5,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart."
0096320,Dvojcka,107,1988,6.0,"A physically perfect but innocent man goes in search of his long-lost twin brother, who is short, a womanizer, and small-time crook."
1131729,Rock'n'Roll pirati,135,2009,7.4,"A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves."
0182789,Mojih 200 let,132,1999,6.9,An android endeavors to become human as he gradually acquires emotions.
1023114,The Way Back,133,2010,7.3,"Siberian gulag escapees travel 4,000 miles by foot to freedom in India."
0460791,The Fall,117,2006,7.9,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances."
1854564,Percy Jackson: Sea of Monsters,106,2013,5.8,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising."
0289992,Zivljenje Davida Gala,130,2003,7.6,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.
0795368,Smrt na pogrebu,90,2007,7.4,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.
0404203,Mali otroci,136,2006,7.5,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts."
0120890,Divje strasti,108,1998,6.5,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.
0070608,Robin Hood,83,1973,7.6,The story of the legendary outlaw is portrayed with the characters as humanoid animals.
0200550,Dobre mrhe,100,2000,5.6,"Aspiring songwriter Violet Sanford, after getting a job at a women-run NYC bar that teases its male patrons, comes out of her shell."
0465580,Push,111,2009,6.1,Two young Americans with special abilities must race to find a girl in Hong Kong before a shadowy government organization called Division does.
0114069,Izbruh,127,1995,6.6,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.
0203019,Mozje casti,129,2000,7.2,"The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him."
0424095,Odplaknjeni gizdalin,85,2006,6.6,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life."
0117218,Trčeni profesor,95,1996,5.6,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.
0327554,Catwoman,104,2004,3.3,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas."
0295700,Napacen odcep,84,2003,6.1,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding."""
5813916,Dag II,135,2016,9.4,"In a desolate war zone where screams of the innocent echo, on the very line between disaster and valor, 7 Maroon Berets will dance with death."
0472062,Wilsonova vojna,102,2007,7.1,"A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects."
0348836,Gothika,98,2003,5.8,"A repressed female psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done."
1648190,Temni stolp,95,2017,5.7,"The last Gunslinger: Roland Deschain, has been locked in an eternal battle with Walter O'Dim, also known as the Man in Black, and determined to prevent him from toppling the Dark Tower that holds the universe together. With the fate of the world at stake, good and evil will collide in the ultimate battle, as only Roland can defend the Tower from the Man in Black."
0405296,Temacno zrcalo,100,2006,7.1,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.
