id,naslov,leto,dolzina,ocena,opis
72684,Barry Lyndon,1975,184,8.1,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
259446,My Big Fat Greek Wedding,2002,95,6.6,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
251075,Evolution,2001,101,6.0,"A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor."
455824,Avstralija,2008,165,6.6,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand."
274558,The Hours,2002,114,7.6,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives."
89530,Mad Max Beyond Thunderdome,1985,107,6.2,"After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen."
3799694,The Nice Guys,2016,116,7.4,A mismatched pair of private eyes investigate the apparent suicide of a porn star in 1970s Los Angeles.
1189073,The Skin I Live In,2011,120,7.6,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
452594,The Break-Up,2006,106,5.8,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment."
2180411,Into the Woods,2014,125,6.0,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.
164052,Hollow Man,2000,112,5.7,"Scientists discover how to make people invisible, but their test subject becomes an insane killer who stalks them."
227445,The Score,2001,124,6.8,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.
97441,Glory,1989,122,7.9,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates."
1524137,Contraband,2012,109,6.5,"To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills."
815236,She's Out of My League,2010,104,6.4,"An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship."
1216475,Cars 2,2011,106,6.3,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
46250,Roman Holiday,1953,118,8.1,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.
103074,Thelma & Louise,1991,130,7.4,An Arkansas waitress and a housewife shoot a rapist and take off in a '66 Thunderbird.
1980929,Begin Again,2013,104,7.4,A chance encounter between a disgraced music-business executive and a young singer-songwriter new to Manhattan turns into a promising collaboration between the two talents.
47296,On the Waterfront,1954,108,8.2,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.
1862079,Safety Not Guaranteed,2012,86,7.0,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.
431197,The Kingdom,2007,110,7.1,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.
120657,The 13th Warrior,1999,102,6.6,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled on a quest to banish a mysterious threat in a distant Viking land."
418689,Flags of Our Fathers,2006,135,7.1,"The life stories of the six men who raised the flag at The Battle of Iwo Jima, a turning point in WWII."
93822,Raising Arizona,1987,94,7.4,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated."
379725,Capote,2005,114,7.4,"In 1959,"
305357,Charlie's Angels: Full Throttle,2003,106,4.8,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.
53285,Sleeping Beauty,1959,75,7.3,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies."
125664,Man on the Moon,1999,118,7.4,"The life and career of a legendary comedian,"
1201167,Funny People,2009,146,6.4,"When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act."
92067,Castle in the Sky,1986,125,8.1,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
88323,The NeverEnding Story,1984,102,7.4,A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.
117913,A Time to Kill,1996,149,7.4,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the K.K.K."
486946,Wild Hogs,2007,100,5.9,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos."
216216,The 6th Day,2000,123,5.9,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.
22100,M,1931,99,8.4,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."
373074,Kung Fu Hustle,2004,99,7.8,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
2848292,Pitch Perfect 2,2015,115,6.5,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform."
816442,The Book Thief,2013,131,7.6,"While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents."
918927,Doubt,2008,104,7.5,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.
149261,Deep Blue Sea,1999,105,5.8,Searching for a cure to Alzheimer's disease a group of scientists on an isolated research facility become the bait as a trio of intelligent sharks fight back.
381707,White Chicks,2004,109,5.4,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson Sisters from a kidnapping plot.
1205537,Jack Ryan: Shadow Recruit,2014,105,6.2,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack."
480025,This Is England,2006,101,7.7,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit."
